"EXP","EXPID","ID","ELIC","P1","P2","RTIME","OUT","CF_OUT","CHOICE","CORRECT_CHOICE","TEST","TRIAL","COND","CONT1","CONT2","SYML","SYMR","LR","REW","SESSION","OP1","OP2","EV1","EV2","CATCH","INV","CTIME","DIST","PLOT","DBTIME"
"TestNofixed","4314484536","Bob13","-1","0.9","0.1","890","-1","1","2","0","1","0","-1","9","1","13","10","0","-1","0","1","1","0.8","-0.8","0","1","1182","-1","-1","15:35:38"
"TestNofixed","3756240975","Bob10","-1","0.9","0.1","547","-1","1","2","0","1","0","-1","9","1","17","10","1","-1","0","1","1","0.8","-0.8","0","0","612","-1","-1","15:35:38"
"TestNofixed","4904363469","Bob11","-1","0.9","0.1","519","-1","1","2","0","1","0","-1","9","1","4","10","1","-1","0","1","1","0.8","-0.8","0","0","569","-1","-1","15:35:38"
"TestNofixed","8251133315","Bob4","-1","0.9","0.1","410","1","-1","1","1","1","0","-1","9","1","11","17","0","1","0","1","1","0.8","-0.8","0","0","510","-1","-1","15:35:38"
"TestNofixed","2366748491","Bob19","-1","0.9","0.1","549","1","-1","1","1","1","0","-1","9","1","7","6","1","1","0","1","1","0.8","-0.8","0","1","752","-1","-1","15:35:38"
"TestNofixed","6830269375","Bob2","-1","0.9","0.1","355","-1","1","2","0","1","0","-1","9","1","7","14","1","-1","0","1","1","0.8","-0.8","0","0","519","-1","-1","15:35:39"
"TestNofixed","1379523385","Bob15","-1","0.9","0.1","267","-1","1","2","0","1","0","-1","9","1","12","3","0","-1","0","1","1","0.8","-0.8","0","1","328","-1","-1","15:35:39"
"TestNofixed","9759079824","Bob8","-1","0.9","0.8","2210","1","1","1","1","1","1","-1","9","8","17","10","0","2","0","1","1","0.8","0.6","0","0","5719","-1","-1","15:35:41"
"TestNofixed","6218856862","Bob3","-1","0.9","0.8","2626","1","1","1","1","1","1","-1","9","8","12","3","1","2","0","1","1","0.8","0.6","0","1","6420","-1","-1","15:35:41"
"TestNofixed","7398521007","Bob5","-1","0.9","0.8","1746","1","1","1","1","1","1","-1","9","8","4","17","1","0","0","1","1","0.8","0.6","0","1","5545","-1","-1","15:35:41"
"TestNofixed","8587025972","Bob7","-1","0.9","0.8","2696","1","1","1","1","1","1","-1","9","8","12","8","1","2","0","1","1","0.8","0.6","0","1","6532","-1","-1","15:35:41"
"TestNofixed","8972180322","Bob1","-1","0.9","0.8","1671","-1","1","1","1","1","1","-1","9","8","9","6","1","0","0","1","1","0.8","0.6","0","1","5129","-1","-1","15:35:42"
"TestNofixed","1706402100","Bob0","-1","0.9","0.8","1930","1","1","1","1","1","1","-1","9","8","6","8","0","2","0","1","1","0.8","0.6","0","0","5451","-1","-1","15:35:42"
"TestNofixed","4754079349","Bob14","-1","0.9","0.8","1877","1","1","2","0","1","1","-1","9","8","8","11","1","0","0","1","1","0.8","0.6","0","0","5647","-1","-1","15:35:42"
"TestNofixed","2072445860","Bob6","-1","0.9","0.8","1923","1","1","2","0","1","1","-1","9","8","17","11","0","2","0","1","1","0.8","0.6","0","1","5815","-1","-1","15:35:42"
"TestNofixed","771722951","Bob18","-1","0.9","0.8","2742","1","-1","1","1","1","1","-1","9","8","16","7","0","0","0","1","1","0.8","0.6","0","0","6416","-1","-1","15:35:42"
"TestNofixed","6262625881","Bob16","-1","0.9","0.8","2289","1","-1","1","1","1","1","-1","9","8","14","8","0","2","0","1","1","0.8","0.6","0","0","6164","-1","-1","15:35:42"
"TestNofixed","9967949007","Bob17","-1","0.9","0.8","2009","1","1","2","0","1","1","-1","9","8","3","13","0","0","0","1","1","0.8","0.6","0","1","5978","-1","-1","15:35:42"
"TestNofixed","2366748491","Bob19","-1","0.9","0.8","971","1","1","2","0","1","1","-1","9","8","14","6","0","2","0","1","1","0.8","0.6","0","1","4530","-1","-1","15:35:42"
"TestNofixed","6362732726","Bob12","-1","0.9","0.8","1654","1","1","2","0","1","1","-1","9","8","17","3","0","0","0","1","1","0.8","0.6","0","1","5392","-1","-1","15:35:42"
"TestNofixed","6830269375","Bob2","-1","0.9","0.8","850","1","1","2","0","1","1","-1","9","8","5","7","0","0","0","1","1","0.8","0.6","0","1","4176","-1","-1","15:35:42"
"TestNofixed","3756240975","Bob10","-1","0.9","0.8","1451","1","1","1","1","1","1","-1","9","8","17","8","0","0","0","1","1","0.8","0.6","0","0","4875","-1","-1","15:35:42"
"TestNofixed","4314484536","Bob13","-1","0.9","0.8","1454","1","1","1","1","1","1","-1","9","8","10","8","0","0","0","1","1","0.8","0.6","0","0","5452","-1","-1","15:35:42"
"TestNofixed","8251133315","Bob4","-1","0.9","0.8","1318","1","1","1","1","1","1","-1","9","8","11","5","0","2","0","1","1","0.8","0.6","0","0","4638","-1","-1","15:35:42"
"TestNofixed","4904363469","Bob11","-1","0.9","0.8","1490","-1","1","1","1","1","1","-1","9","8","4","6","0","-2","0","1","1","0.8","0.6","0","0","4888","-1","-1","15:35:42"
"TestNofixed","1379523385","Bob15","-1","0.9","0.8","1010","1","1","2","0","1","1","-1","9","8","3","8","1","0","0","1","1","0.8","0.6","0","0","4153","-1","-1","15:35:42"
"TestNofixed","4240055669","Bob9","-1","0.9","0.8","1859","1","1","1","1","1","1","-1","9","8","15","9","0","2","0","1","1","0.8","0.6","0","0","5319","-1","-1","15:35:43"
"TestNofixed","9759079824","Bob8","-1","0.9","0.2","364","-1","-1","1","1","1","2","-1","9","2","17","13","0","1","0","1","1","0.8","-0.6","0","0","8889","-1","-1","15:35:44"
"TestNofixed","6218856862","Bob3","-1","0.9","0.2","318","1","-1","1","1","1","2","-1","9","2","7","3","1","3","0","1","1","0.8","-0.6","0","1","9546","-1","-1","15:35:44"
"TestNofixed","7398521007","Bob5","-1","0.9","0.2","378","1","1","1","1","1","2","-1","9","2","10","17","1","1","0","1","1","0.8","-0.6","0","1","8729","-1","-1","15:35:44"
"TestNofixed","8587025972","Bob7","-1","0.9","0.2","394","1","-1","1","1","1","2","-1","9","2","8","10","0","3","0","1","1","0.8","-0.6","0","0","9735","-1","-1","15:35:45"
"TestNofixed","1706402100","Bob0","-1","0.9","0.2","468","-1","1","2","0","1","2","-1","9","2","6","4","1","1","0","1","1","0.8","-0.6","0","0","8727","-1","-1","15:35:45"
"TestNofixed","8972180322","Bob1","-1","0.9","0.2","511","-1","1","2","0","1","2","-1","9","2","16","6","0","-1","0","1","1","0.8","-0.6","0","1","8450","-1","-1","15:35:45"
"TestNofixed","2072445860","Bob6","-1","0.9","0.2","437","1","-1","1","1","1","2","-1","9","2","11","14","0","3","0","1","1","0.8","-0.6","0","0","9059","-1","-1","15:35:45"
"TestNofixed","4754079349","Bob14","-1","0.9","0.2","478","1","1","1","1","1","2","-1","9","2","8","5","0","1","0","1","1","0.8","-0.6","0","0","8935","-1","-1","15:35:45"
"TestNofixed","771722951","Bob18","-1","0.9","0.2","497","-1","1","2","0","1","2","-1","9","2","4","16","0","-1","0","1","1","0.8","-0.6","0","1","9726","-1","-1","15:35:45"
"TestNofixed","6262625881","Bob16","-1","0.9","0.2","610","-1","-1","1","1","1","2","-1","9","2","14","6","0","1","0","1","1","0.8","-0.6","0","0","9580","-1","-1","15:35:45"
"TestNofixed","2366748491","Bob19","-1","0.9","0.2","563","-1","1","2","0","1","2","-1","9","2","6","13","1","1","0","1","1","0.8","-0.6","0","0","7901","-1","-1","15:35:45"
"TestNofixed","9967949007","Bob17","-1","0.9","0.2","722","1","1","2","0","1","2","-1","9","2","12","13","0","1","0","1","1","0.8","-0.6","0","1","9523","-1","-1","15:35:46"
"TestNofixed","4314484536","Bob13","-1","0.9","0.2","514","1","-1","1","1","1","2","-1","9","2","4","10","1","1","0","1","1","0.8","-0.6","0","1","8773","-1","-1","15:35:46"
"TestNofixed","8251133315","Bob4","-1","0.9","0.2","534","1","-1","1","1","1","2","-1","9","2","11","7","0","3","0","1","1","0.8","-0.6","0","0","7985","-1","-1","15:35:46"
"TestNofixed","3756240975","Bob10","-1","0.9","0.2","550","1","1","2","0","1","2","-1","9","2","5","17","0","1","0","1","1","0.8","-0.6","0","1","8237","-1","-1","15:35:46"
"TestNofixed","6362732726","Bob12","-1","0.9","0.2","573","1","1","2","0","1","2","-1","9","2","3","16","1","1","0","1","1","0.8","-0.6","0","0","8782","-1","-1","15:35:46"
"TestNofixed","6830269375","Bob2","-1","0.9","0.2","608","1","-1","1","1","1","2","-1","9","2","7","2","0","1","0","1","1","0.8","-0.6","0","0","7596","-1","-1","15:35:46"
"TestNofixed","4904363469","Bob11","-1","0.9","0.2","535","-1","1","2","0","1","2","-1","9","2","4","15","1","-3","0","1","1","0.8","-0.6","0","0","8245","-1","-1","15:35:46"
"TestNofixed","1379523385","Bob15","-1","0.9","0.2","534","-1","1","2","0","1","2","-1","9","2","3","5","1","-1","0","1","1","0.8","-0.6","0","0","7499","-1","-1","15:35:46"
"TestNofixed","4240055669","Bob9","-1","0.9","0.2","535","1","-1","1","1","1","2","-1","9","2","4","15","1","3","0","1","1","0.8","-0.6","0","1","8661","-1","-1","15:35:46"
"TestNofixed","9759079824","Bob8","-1","0.9","0.7","313","1","1","1","1","1","3","-1","9","7","3","17","1","2","0","1","1","0.8","0.4","0","1","12020","-1","-1","15:35:47"
"TestNofixed","6218856862","Bob3","-1","0.9","0.7","347","1","-1","1","1","1","3","-1","9","7","14","3","1","4","0","1","1","0.8","0.4","0","1","12702","-1","-1","15:35:47"
"TestNofixed","7398521007","Bob5","-1","0.9","0.7","318","-1","1","1","1","1","3","-1","9","7","9","17","1","0","0","1","1","0.8","0.4","0","1","11852","-1","-1","15:35:48"
"TestNofixed","8587025972","Bob7","-1","0.9","0.7","358","1","-1","1","1","1","3","-1","9","7","17","8","1","4","0","1","1","0.8","0.4","0","1","12902","-1","-1","15:35:48"
"TestNofixed","1706402100","Bob0","-1","0.9","0.7","471","1","1","2","0","1","3","-1","9","7","2","6","0","2","0","1","1","0.8","0.4","0","1","12005","-1","-1","15:35:48"
"TestNofixed","8972180322","Bob1","-1","0.9","0.7","484","-1","-1","2","0","1","3","-1","9","7","3","6","0","-2","0","1","1","0.8","0.4","0","1","11752","-1","-1","15:35:48"
"TestNofixed","2072445860","Bob6","-1","0.9","0.7","500","-1","1","1","1","1","3","-1","9","7","11","2","0","2","0","1","1","0.8","0.4","0","0","12366","-1","-1","15:35:48"
"TestNofixed","4754079349","Bob14","-1","0.9","0.7","481","1","1","2","0","1","3","-1","9","7","7","8","0","2","0","1","1","0.8","0.4","0","1","12227","-1","-1","15:35:48"
"TestNofixed","771722951","Bob18","-1","0.9","0.7","453","1","1","1","1","1","3","-1","9","7","8","16","1","0","0","1","1","0.8","0.4","0","1","12990","-1","-1","15:35:48"
"TestNofixed","2366748491","Bob19","-1","0.9","0.7","376","1","1","1","1","1","3","-1","9","7","10","6","1","2","0","1","1","0.8","0.4","0","1","11089","-1","-1","15:35:49"
"TestNofixed","6262625881","Bob16","-1","0.9","0.7","463","1","1","1","1","1","3","-1","9","7","14","12","0","2","0","1","1","0.8","0.4","0","0","12855","-1","-1","15:35:49"
"TestNofixed","8251133315","Bob4","-1","0.9","0.7","436","1","1","1","1","1","3","-1","9","7","2","11","1","4","0","1","1","0.8","0.4","0","1","11236","-1","-1","15:35:49"
"TestNofixed","4314484536","Bob13","-1","0.9","0.7","476","1","-1","1","1","1","3","-1","9","7","10","7","0","2","0","1","1","0.8","0.4","0","0","12065","-1","-1","15:35:49"
"TestNofixed","6830269375","Bob2","-1","0.9","0.7","466","-1","1","2","0","1","3","-1","9","7","11","7","0","0","0","1","1","0.8","0.4","0","1","10872","-1","-1","15:35:49"
"TestNofixed","3756240975","Bob10","-1","0.9","0.7","500","-1","1","2","0","1","3","-1","9","7","17","12","1","0","0","1","1","0.8","0.4","0","0","11569","-1","-1","15:35:49"
"TestNofixed","1379523385","Bob15","-1","0.9","0.7","493","1","-1","1","1","1","3","-1","9","7","10","3","1","0","0","1","1","0.8","0.4","0","1","10807","-1","-1","15:35:49"
"TestNofixed","6362732726","Bob12","-1","0.9","0.7","594","1","-1","1","1","1","3","-1","9","7","6","3","1","2","0","1","1","0.8","0.4","0","1","12240","-1","-1","15:35:49"
"TestNofixed","9967949007","Bob17","-1","0.9","0.7","719","1","-1","1","1","1","3","-1","9","7","5","13","1","2","0","1","1","0.8","0.4","0","1","13061","-1","-1","15:35:49"
"TestNofixed","4904363469","Bob11","-1","0.9","0.7","648","-1","1","2","0","1","3","-1","9","7","4","14","1","-4","0","1","1","0.8","0.4","0","0","11703","-1","-1","15:35:49"
"TestNofixed","4240055669","Bob9","-1","0.9","0.7","611","1","1","1","1","1","3","-1","9","7","11","15","1","4","0","1","1","0.8","0.4","0","1","12094","-1","-1","15:35:49"
"TestNofixed","9759079824","Bob8","-1","0.9","0.3","324","1","-1","1","1","1","4","-1","9","3","14","17","1","3","0","1","1","0.8","-0.4","0","1","15150","-1","-1","15:35:50"
"TestNofixed","6218856862","Bob3","-1","0.9","0.3","362","-1","1","2","0","1","4","-1","9","3","3","6","1","3","0","1","1","0.8","-0.4","0","0","15869","-1","-1","15:35:51"
"TestNofixed","7398521007","Bob5","-1","0.9","0.3","300","1","1","1","1","1","4","-1","9","3","15","17","1","1","0","1","1","0.8","-0.4","0","1","14962","-1","-1","15:35:51"
"TestNofixed","8587025972","Bob7","-1","0.9","0.3","343","1","-1","1","1","1","4","-1","9","3","15","8","1","5","0","1","1","0.8","-0.4","0","1","16053","-1","-1","15:35:51"
"TestNofixed","1706402100","Bob0","-1","0.9","0.3","418","1","1","2","0","1","4","-1","9","3","6","7","1","3","0","1","1","0.8","-0.4","0","0","15233","-1","-1","15:35:51"
"TestNofixed","8972180322","Bob1","-1","0.9","0.3","531","-1","1","2","0","1","4","-1","9","3","5","6","0","-3","0","1","1","0.8","-0.4","0","1","15093","-1","-1","15:35:52"
"TestNofixed","2072445860","Bob6","-1","0.9","0.3","512","1","1","2","0","1","4","-1","9","3","11","6","1","3","0","1","1","0.8","-0.4","0","0","15697","-1","-1","15:35:52"
"TestNofixed","771722951","Bob18","-1","0.9","0.3","472","1","-1","1","1","1","4","-1","9","3","16","13","0","1","0","1","1","0.8","-0.4","0","0","16272","-1","-1","15:35:52"
"TestNofixed","4754079349","Bob14","-1","0.9","0.3","528","-1","1","2","0","1","4","-1","9","3","16","8","0","1","0","1","1","0.8","-0.4","0","1","15577","-1","-1","15:35:52"
"TestNofixed","2366748491","Bob19","-1","0.9","0.3","467","1","1","1","1","1","4","-1","9","3","2","6","1","3","0","1","1","0.8","-0.4","0","1","14362","-1","-1","15:35:52"
"TestNofixed","6262625881","Bob16","-1","0.9","0.3","437","1","1","1","1","1","4","-1","9","3","14","7","0","3","0","1","1","0.8","-0.4","0","0","16097","-1","-1","15:35:52"
"TestNofixed","4314484536","Bob13","-1","0.9","0.3","443","1","1","1","1","1","4","-1","9","3","9","10","1","3","0","1","1","0.8","-0.4","0","1","15314","-1","-1","15:35:52"
"TestNofixed","6830269375","Bob2","-1","0.9","0.3","450","-1","-1","1","1","1","4","-1","9","3","7","15","0","-1","0","1","1","0.8","-0.4","0","0","14131","-1","-1","15:35:52"
"TestNofixed","8251133315","Bob4","-1","0.9","0.3","537","1","-1","1","1","1","4","-1","9","3","11","3","0","5","0","1","1","0.8","-0.4","0","0","14579","-1","-1","15:35:52"
"TestNofixed","3756240975","Bob10","-1","0.9","0.3","601","1","-1","1","1","1","4","-1","9","3","17","11","0","1","0","1","1","0.8","-0.4","0","0","14993","-1","-1","15:35:52"
"TestNofixed","1379523385","Bob15","-1","0.9","0.3","544","-1","1","2","0","1","4","-1","9","3","3","11","1","-1","0","1","1","0.8","-0.4","0","0","14158","-1","-1","15:35:52"
"TestNofixed","9967949007","Bob17","-1","0.9","0.3","573","-1","1","2","0","1","4","-1","9","3","13","2","1","1","0","1","1","0.8","-0.4","0","0","16448","-1","-1","15:35:53"
"TestNofixed","6362732726","Bob12","-1","0.9","0.3","637","-1","1","1","1","1","4","-1","9","3","11","3","1","1","0","1","1","0.8","-0.4","0","1","15703","-1","-1","15:35:53"
"TestNofixed","4904363469","Bob11","-1","0.9","0.3","682","-1","1","2","0","1","4","-1","9","3","4","11","1","-5","0","1","1","0.8","-0.4","0","0","15194","-1","-1","15:35:53"
"TestNofixed","4240055669","Bob9","-1","0.9","0.3","489","-1","1","1","1","1","4","-1","9","3","6","15","1","3","0","1","1","0.8","-0.4","0","1","15408","-1","-1","15:35:53"
"TestNofixed","9759079824","Bob8","-1","0.9","0.6","373","1","1","1","1","1","5","-1","9","6","17","8","0","4","0","1","1","0.8","0.2","0","0","18332","-1","-1","15:35:53"
"TestNofixed","6218856862","Bob3","-1","0.9","0.6","350","1","1","1","1","1","5","-1","9","6","4","3","1","4","0","1","1","0.8","0.2","0","1","19025","-1","-1","15:35:54"
"TestNofixed","7398521007","Bob5","-1","0.9","0.6","336","1","1","1","1","1","5","-1","9","6","17","16","0","2","0","1","1","0.8","0.2","0","0","18104","-1","-1","15:35:54"
"TestNofixed","8587025972","Bob7","-1","0.9","0.6","361","1","-1","1","1","1","5","-1","9","6","11","8","1","6","0","1","1","0.8","0.2","0","1","19231","-1","-1","15:35:54"
"TestNofixed","1706402100","Bob0","-1","0.9","0.6","376","-1","-1","1","1","1","5","-1","9","6","6","14","0","2","0","1","1","0.8","0.2","0","0","18420","-1","-1","15:35:55"
"TestNofixed","8972180322","Bob1","-1","0.9","0.6","364","-1","1","2","0","1","5","-1","9","6","11","6","0","-4","0","1","1","0.8","0.2","0","1","18265","-1","-1","15:35:55"
"TestNofixed","2072445860","Bob6","-1","0.9","0.6","405","1","1","1","1","1","5","-1","9","6","11","10","0","4","0","1","1","0.8","0.2","0","0","18916","-1","-1","15:35:55"
"TestNofixed","771722951","Bob18","-1","0.9","0.6","429","-1","1","2","0","1","5","-1","9","6","16","10","1","0","0","1","1","0.8","0.2","0","0","19511","-1","-1","15:35:55"
"TestNofixed","4754079349","Bob14","-1","0.9","0.6","410","1","1","1","1","1","5","-1","9","6","8","4","0","2","0","1","1","0.8","0.2","0","0","18795","-1","-1","15:35:55"
"TestNofixed","2366748491","Bob19","-1","0.9","0.6","403","-1","1","2","0","1","5","-1","9","6","6","5","1","2","0","1","1","0.8","0.2","0","0","17573","-1","-1","15:35:55"
"TestNofixed","6262625881","Bob16","-1","0.9","0.6","437","1","1","1","1","1","5","-1","9","6","14","5","0","4","0","1","1","0.8","0.2","0","0","19342","-1","-1","15:35:55"
"TestNofixed","4314484536","Bob13","-1","0.9","0.6","531","1","1","1","1","1","5","-1","9","6","3","10","1","4","0","1","1","0.8","0.2","0","1","18652","-1","-1","15:35:55"
"TestNofixed","8251133315","Bob4","-1","0.9","0.6","438","1","-1","1","1","1","5","-1","9","6","11","12","0","6","0","1","1","0.8","0.2","0","0","17838","-1","-1","15:35:55"
"TestNofixed","6830269375","Bob2","-1","0.9","0.6","496","-1","1","2","0","1","5","-1","9","6","7","9","1","-2","0","1","1","0.8","0.2","0","0","17438","-1","-1","15:35:55"
"TestNofixed","1379523385","Bob15","-1","0.9","0.6","469","1","-1","1","1","1","5","-1","9","6","3","7","0","0","0","1","1","0.8","0.2","0","0","17442","-1","-1","15:35:56"
"TestNofixed","3756240975","Bob10","-1","0.9","0.6","607","1","-1","1","1","1","5","-1","9","6","3","17","1","2","0","1","1","0.8","0.2","0","1","18410","-1","-1","15:35:56"
"TestNofixed","9967949007","Bob17","-1","0.9","0.6","470","1","1","2","0","1","5","-1","9","6","13","8","1","2","0","1","1","0.8","0.2","0","0","19749","-1","-1","15:35:56"
"TestNofixed","4240055669","Bob9","-1","0.9","0.6","462","1","1","2","0","1","5","-1","9","6","5","15","0","4","0","1","1","0.8","0.2","0","1","18679","-1","-1","15:35:56"
"TestNofixed","6362732726","Bob12","-1","0.9","0.6","600","-1","1","2","0","1","5","-1","9","6","3","9","1","0","0","1","1","0.8","0.2","0","0","19143","-1","-1","15:35:56"
"TestNofixed","4904363469","Bob11","-1","0.9","0.6","507","1","1","2","0","1","5","-1","9","6","4","17","1","-4","0","1","1","0.8","0.2","0","0","18515","-1","-1","15:35:56"
"TestNofixed","9759079824","Bob8","-1","0.9","0.4","426","1","-1","1","1","1","6","-1","9","4","17","16","0","5","0","1","1","0.8","-0.2","0","0","21577","-1","-1","15:35:56"
"TestNofixed","6218856862","Bob3","-1","0.9","0.4","326","1","1","1","1","1","6","-1","9","4","11","3","1","5","0","1","1","0.8","-0.2","0","1","22160","-1","-1","15:35:57"
"TestNofixed","7398521007","Bob5","-1","0.9","0.4","306","1","1","1","1","1","6","-1","9","4","17","2","0","3","0","1","1","0.8","-0.2","0","0","21219","-1","-1","15:35:57"
"TestNofixed","8587025972","Bob7","-1","0.9","0.4","319","1","-1","1","1","1","6","-1","9","4","8","6","0","7","0","1","1","0.8","-0.2","0","0","22356","-1","-1","15:35:57"
"TestNofixed","1706402100","Bob0","-1","0.9","0.4","391","1","1","1","1","1","6","-1","9","4","6","3","0","3","0","1","1","0.8","-0.2","0","0","21618","-1","-1","15:35:58"
"TestNofixed","8972180322","Bob1","-1","0.9","0.4","360","1","1","1","1","1","6","-1","9","4","8","6","1","-3","0","1","1","0.8","-0.2","0","1","21434","-1","-1","15:35:58"
"TestNofixed","771722951","Bob18","-1","0.9","0.4","367","1","1","1","1","1","6","-1","9","4","9","16","1","1","0","1","1","0.8","-0.2","0","1","22687","-1","-1","15:35:58"
"TestNofixed","4754079349","Bob14","-1","0.9","0.4","405","1","1","1","1","1","6","-1","9","4","13","8","1","3","0","1","1","0.8","-0.2","0","1","22007","-1","-1","15:35:58"
"TestNofixed","2072445860","Bob6","-1","0.9","0.4","440","1","-1","1","1","1","6","-1","9","4","8","11","1","5","0","1","1","0.8","-0.2","0","1","22166","-1","-1","15:35:58"
"TestNofixed","6262625881","Bob16","-1","0.9","0.4","467","-1","1","2","0","1","6","-1","9","4","14","11","1","3","0","1","1","0.8","-0.2","0","0","22617","-1","-1","15:35:58"
"TestNofixed","2366748491","Bob19","-1","0.9","0.4","507","1","-1","1","1","1","6","-1","9","4","11","6","1","3","0","1","1","0.8","-0.2","0","1","20887","-1","-1","15:35:58"
"TestNofixed","4314484536","Bob13","-1","0.9","0.4","444","-1","-1","1","1","1","6","-1","9","4","10","17","0","3","0","1","1","0.8","-0.2","0","0","21921","-1","-1","15:35:59"
"TestNofixed","8251133315","Bob4","-1","0.9","0.4","455","1","-1","1","1","1","6","-1","9","4","14","11","1","7","0","1","1","0.8","-0.2","0","1","21105","-1","-1","15:35:59"
"TestNofixed","6830269375","Bob2","-1","0.9","0.4","561","1","-1","1","1","1","6","-1","9","4","13","7","1","-1","0","1","1","0.8","-0.2","0","1","20807","-1","-1","15:35:59"
"TestNofixed","1379523385","Bob15","-1","0.9","0.4","441","1","1","1","1","1","6","-1","9","4","2","3","1","1","0","1","1","0.8","-0.2","0","1","20696","-1","-1","15:35:59"
"TestNofixed","3756240975","Bob10","-1","0.9","0.4","430","-1","-1","2","0","1","6","-1","9","4","17","7","1","1","0","1","1","0.8","-0.2","0","0","21651","-1","-1","15:35:59"
"TestNofixed","9967949007","Bob17","-1","0.9","0.4","421","1","1","2","0","1","6","-1","9","4","13","16","1","3","0","1","1","0.8","-0.2","0","0","22987","-1","-1","15:35:59"
"TestNofixed","4240055669","Bob9","-1","0.9","0.4","445","-1","1","2","0","1","6","-1","9","4","15","2","1","3","0","1","1","0.8","-0.2","0","0","21929","-1","-1","15:35:59"
"TestNofixed","4904363469","Bob11","-1","0.9","0.4","447","1","1","1","1","1","6","-1","9","4","13","4","1","-3","0","1","1","0.8","-0.2","0","1","21773","-1","-1","15:35:59"
"TestNofixed","6362732726","Bob12","-1","0.9","0.4","495","-1","1","2","0","1","6","-1","9","4","3","12","1","-1","0","1","1","0.8","-0.2","0","0","22457","-1","-1","15:35:59"
"TestNofixed","9759079824","Bob8","-1","0.1","0.9","417","1","-1","2","1","1","7","-1","1","9","17","6","0","6","0","1","1","-0.8","0.8","0","1","24801","-1","-1","15:36:00"
"TestNofixed","6218856862","Bob3","-1","0.1","0.9","332","1","-1","2","1","1","7","-1","1","9","3","2","0","6","0","1","1","-0.8","0.8","0","1","25315","-1","-1","15:36:00"
"TestNofixed","7398521007","Bob5","-1","0.1","0.9","324","1","-1","2","1","1","7","-1","1","9","6","17","1","4","0","1","1","-0.8","0.8","0","0","24353","-1","-1","15:36:00"
"TestNofixed","8587025972","Bob7","-1","0.1","0.9","320","1","-1","2","1","1","7","-1","1","9","8","14","0","8","0","1","1","-0.8","0.8","0","1","25485","-1","-1","15:36:00"
"TestNofixed","1706402100","Bob0","-1","0.1","0.9","332","1","-1","2","1","1","7","-1","1","9","16","6","1","4","0","1","1","-0.8","0.8","0","0","24757","-1","-1","15:36:01"
"TestNofixed","8972180322","Bob1","-1","0.1","0.9","332","1","-1","2","1","1","7","-1","1","9","6","13","0","-2","0","1","1","-0.8","0.8","0","1","24577","-1","-1","15:36:01"
